id,unique,value
Waltham Forest,South Chingford Foundation School,33.4
Waltham Forest,The Woodside Primary Academy,37.8
Waltham Forest,Chapel End Junior Academy,36.9
Waltham Forest,Connaught School for Girls,44
Waltham Forest,Whittingham Primary Academy,35.1
Waltham Forest,Riverley Primary School,36.5
Waltham Forest,Sybourn Primary School,40.2
Waltham Forest,Joseph Clarke School,33.2
Waltham Forest,Thomas Gamuel Primary School,34.7
Waltham Forest,Whitefield Schools,34.4
Waltham Forest,Eden Girls' School Waltham Forest,33.8
Waltham Forest,Big Creative Academy,37
Waltham Forest,Big Creative Independent School,35.3
Waltham Forest,Lime Academy Larkswood,33.8
Waltham Forest,Walthamstow Primary Academy,34.7
Waltham Forest,Mayville Primary School,38.2
Waltham Forest,Selwyn Primary School,32.8
Waltham Forest,Davies Lane Primary School,35.9
Waltham Forest,Norlington School and 6th Form,35.9
Waltham Forest,St Mary's CofE Primary School,35.2
Waltham Forest,St Saviour's Church of England Primary School,36.6
Waltham Forest,George Mitchell School,35.4
Waltham Forest,Lammas School and Sixth Form,35.2
Waltham Forest,Woodford Green Primary School,31.5
Wandsworth,Thomas's Battersea,40.4
Wandsworth,Balham Nursery School & Children's Centre Services,36.7
Wandsworth,Eastwood Nursery School,35.3
Wandsworth,Somerset Nursery School and Children's Centre,40.8
Wandsworth,Francis Barber Pupil Referral Unit,35.9
Wandsworth,Alderbrook Primary School,38.2
Wandsworth,Allfarthing Primary School,37.6
Wandsworth,Beatrix Potter Primary School,36.7
Wandsworth,Brandlehow Primary School,38.5
Wandsworth,Broadwater Primary School,35.8
Wandsworth,Earlsfield Primary School,38.3
Wandsworth,Falconbrook Primary School,41.1
Wandsworth,Fircroft Primary School,35.9
Wandsworth,Furzedown Primary School,34.4
Wandsworth,Honeywell Junior School,38.7
Wandsworth,Honeywell Infant School,38.7
Wandsworth,Hotham Primary School,36.3
Wandsworth,John Burns Primary School,39.3
Wandsworth,Penwortham Primary School,35
Wandsworth,Ravenstone Primary School,38
Wandsworth,Riversdale Primary School,38.1
Wandsworth,Sellincourt Primary School,34.9
Wandsworth,Shaftesbury Park Primary School,39.2
Wandsworth,Smallwood Primary School and Language Unit,35.8
Wandsworth,Swaffield Primary School,37.3
Wandsworth,West Hill Primary School,43.3
Wandsworth,Sheringdale Primary School,35.8
Wandsworth,Southmead Primary School,34.7
Wandsworth,Granard Primary School,34.7
Wandsworth,Heathmere Primary School,33.9
Wandsworth,Ronald Ross Primary School,36.7
Wandsworth,Albemarle Primary School,34.4
Wandsworth,"All Saints' CofE Primary School, Putney",37.1
Wandsworth,Christ Church CofE Primary School,38.9
Wandsworth,Holy Ghost Catholic Primary School,36.4
Wandsworth,Our Lady of Victories Catholic Primary School,36.7
Wandsworth,Roehampton CofE Primary School,37.6
Wandsworth,St Anne's CofE Primary School,43.6
Wandsworth,St Boniface RC Primary School,38.5
Wandsworth,St Faith's CofE Primary School,39.1
Wandsworth,St George's CofE Primary School,40.3
Wandsworth,St Joseph's RC Primary School,39.3
Wandsworth,St Mary's CofE Primary School,36.6
Wandsworth,Trinity St Mary's CofE Primary School,37.5
Wandsworth,St Mary's RC Voluntary Aided Primary School,46.8
Wandsworth,St Michael's CofE Primary School,37
Wandsworth,"Sacred Heart Catholic Primary School, Roehampton",37.4
Wandsworth,Our Lady Queen of Heaven RC School,38.1
Wandsworth,St Anselm's Catholic Primary School,39.9
Wandsworth,Ernest Bevin College,35.5
Wandsworth,Hillbrook School,35.3
Wandsworth,Ibstock Place School,35.1
Wandsworth,Merlin School,38.1
Wandsworth,Hurlingham School,39.5
Wandsworth,Emanuel School,37.7
Wandsworth,Putney High School,39.7
Wandsworth,Broomwood Hall School,38
Wandsworth,The Roche School,42
Wandsworth,Finton House School,39.9
Wandsworth,The Dominie School Limited,44.1
Wandsworth,Hornsby House School,36.9
Wandsworth,Eveline Day School,37.6
Wandsworth,Prospect House School,38.4
Wandsworth,Newton Preparatory School,45.2
Wandsworth,Dolphin School (Incorporating Noahs Ark Nursery Schools),38.7
Wandsworth,Hall School Wimbledon,32.8
Wandsworth,Eaton House the Manor School,41.9
Wandsworth,Northcote Lodge School,39.3
Wandsworth,Al Risalah Secondary School,38.3
Wandsworth,Parkgate House School,41.8
Wandsworth,Oak Lodge School,36.9
Wandsworth,Greenmead School,35.6
Wandsworth,Paddock School,36.2
Wandsworth,Garratt Park School,37.3
Wandsworth,Centre Academy London,43.1
Wandsworth,The Falcons School for Girls,35.4
Wandsworth,Wandsworth Hospital and Home Tuition Service,34.7
Wandsworth,Thomas's Clapham,38.1
Wandsworth,St Francis Xavier Sixth Form College,40
Wandsworth,"Sacred Heart Catholic Primary School, Battersea",39.1
Wandsworth,The Chelsea Group of Children,37.4
Wandsworth,Victoria Drive Primary Pupil Referral Unit,34.4
Wandsworth,Thames Christian College,40
Wandsworth,Roehampton University,35.7
Wandsworth,St George's Hospital Medical School,34.5
Wandsworth,Gatton (VA) Primary School,36.1
Wandsworth,Park House School,43.5
Wandsworth,Oliver House Preparatory School,39.7
Wandsworth,L'Ecole de Battersea,39.4
Wandsworth,Ashcroft Technology Academy,39.7
Wandsworth,Saint John Bosco College,39.8
Wandsworth,The Priory Lodge School,34.9
Wandsworth,Chestnut Grove School,37
Wandsworth,Graveney School,34.1
Wandsworth,Belleville Primary School,38.4
Wandsworth,Ark Bolingbroke Academy,37.7
Wandsworth,Wandsworth Preparatory School,37.8
Wandsworth,Ark Putney Academy,35
Wandsworth,Southfields Academy,37.4
Wandsworth,Tooting Primary School,35.7
Wandsworth,Mosaic Jewish Primary School,35.8
Wandsworth,Rutherford House School,37.9
Wandsworth,Burntwood School,35.8
Wandsworth,Oasis Academy Putney,37.2
Wandsworth,Floreat Wandsworth Primary School,38.9
Wandsworth,Westbridge Primary School,41.6
Wandsworth,Harris Academy Battersea,42.6
Wandsworth,Saint Cecilia's Church of England School,35.3
Wandsworth,Nightingale Community Academy,36.6
Wandsworth,Belleville Wix Academy,39.8
Wandsworth,The Alton School,33.7
Wandsworth,Griffin Primary School,39.4
Wandsworth,Tram House School,37
Wandsworth,Chesterton Primary School,42.4
Wandsworth,Linden Lodge School,34.4
Wandsworth,Franciscan Primary School,35.4
Wandsworth,ARK John Archer Primary Academy,43.2
Wandsworth,Goldfinch Primary School,35
