id,unique,value
Haringey,St Thomas More Catholic School,34.9
Haringey,Haringey Sixth Form College,34.7
Haringey,Heartlands High School,38.4
Haringey,Octagon AP Academy,35.9
Haringey,Harris Academy Tottenham,39.3
Haringey,Brook House Primary School,38.2
Haringey,Footsteps Trust,35.3
Haringey,Ada National College for Digital Skills,41.1
Haringey,London Academy of Excellence Tottenham,38.1
Haringey,Duke's Aldridge,35.5
Haringey,Unique Children's School,41.8
Haringey,The Grove,36.7
Harrow,Buckingham Preparatory School,30.9
Harrow,The Helix Education Centre,30.5
Harrow,"Newton Farm Nursery, Infant and Junior School",30.4
Harrow,Roxeth Primary School,32.9
Harrow,Marlborough Primary School,30.8
Harrow,Grimsdyke School,28.4
Harrow,Camrose Primary With Nursery,31.1
Harrow,Belmont School,31.5
Harrow,Kenmore Park Junior School,32.5
Harrow,Stag Lane Junior School,31.5
Harrow,Longfield Primary School,30.3
Harrow,Grange Primary School,30.9
Harrow,Cannon Lane Primary School,29
Harrow,Pinner Park Infant and Nursery School,30.2
Harrow,Stag Lane Infant and Nursery School,31.6
Harrow,Elmgrove Primary School & Nursery,31.4
Harrow,Kenmore Park Infant and Nursery School,32.5
Harrow,Roxbourne Primary School,30
Harrow,Stanburn Primary School,32.3
Harrow,Weald Rise Primary School,29.8
Harrow,West Lodge Primary School,28.6
Harrow,Norbury School,31.5
Harrow,Vaughan Primary School,30.4
Harrow,Glebe Primary School,33
Harrow,St Anselm's Catholic Primary School,32
Harrow,St Teresa's Catholic Primary School and Nursery,31.2
Harrow,Whitmore High School,33.4
Harrow,Harrow School,33.4
Harrow,The John Lyon School,32.2
Harrow,Orley Farm School,31.2
Harrow,Quainton Hall School,31
Harrow,Alpha Preparatory School,31.2
Harrow,Reddiford School,31
Harrow,Roxeth Mead School,34
Harrow,North London Collegiate School,30.1
Harrow,Shaftesbury High School,30.9
Harrow,Stanmore College,30.8
Harrow,St Dominic's Sixth Form College,31.9
Harrow,Whitchurch Primary School & Nursery,32.7
Harrow,Pinner Wood School,29.1
Harrow,Woodlands School,31
Harrow,Kingsley High School,29.9
Harrow,Hillview Nursery School,33.9
Harrow,Regent College,33.6
Harrow,St John's CofE School Stanmore,29.7
Harrow,Cedars Manor School,30.9
Harrow,Harrow Collegiate,30.6
Harrow,Red Balloon Learner Centre - Northwest London,35.5
Harrow,Nower Hill High School,32.3
Harrow,Park High School,30.7
Harrow,Harrow High School,36.8
Harrow,Bentley Wood High School,28.5
Harrow,Rooks Heath College,32.9
Harrow,Canons High School,31.6
Harrow,Hatch End High School,29.8
Harrow,Avanti House School,31.3
Harrow,Salvatorian Roman Catholic College,31.6
Harrow,Krishna Avanti Primary School,32.5
Harrow,The Jubilee Academy,37.6
Harrow,Alexandra School,31.8
Harrow,Aylward Primary School,30.3
Harrow,Heathland School,31.5
Harrow,Whitefriars School,30.8
Harrow,Nisai Virtual Academy Ltd,31.4
Harrow,St Bernadette's Catholic Primary School,31.8
Harrow,Pinner High School,29.5
Harrow,Saint Jerome Church of England Bilingual School,34.1
Harrow,Earlsmead Primary School,31
Harrow,Avanti House Primary School,29.4
Harrow,Harrow Independent College,33
Harrow,The Moriah Jewish Day School,29.5
Harrow,Priestmead Primary School and Nursery,30.8
Harrow,The Welldon Park Academy,33.4
Havering,The James Oglethorpe Primary School,24.5
Havering,Harold Wood Primary School,25.9
Havering,Ardleigh Green Junior School,29.4
Havering,Ardleigh Green Infant School,29.4
Havering,Elm Park Primary School,27.7
Havering,Hylands Primary School,27.9
Havering,Harold Court Primary School,25.6
Havering,Langtons Infant School,28
Havering,Suttons Primary School,28.2
Havering,Whybridge Infant School,28.3
Havering,Clockhouse Primary School,26.7
Havering,Crownfield Junior School,27.6
Havering,Crownfield Infant School,27.6
Havering,Parklands Junior School,31.4
Havering,Parklands Infant School,31.4
Havering,Squirrels Heath Junior School,29.3
Havering,Squirrels Heath Infant School,29.3
Havering,Gidea Park Primary School,29.6
Havering,Towers Infant School,26.5
Havering,Parsonage Farm Primary School,27
Havering,Towers Junior School,26.7
Havering,Brady Primary School,27.8
Havering,Scotts Primary School,27.7
Havering,Broadford Primary School,27.9
Havering,Newtons Primary School,29.5
Havering,Nelmes Primary School,26.4
Havering,Mead Primary School,26.3
Havering,Rainham Village Primary School,29
Havering,Hilldene Primary School,26.2
Havering,St Edward's Church of England Voluntary Aided Primary School,28.3
Havering,St Mary's Catholic Primary School,29.6
Havering,La Salette Catholic Primary School,31.9
Havering,St Patrick's Catholic Primary School,27.7
Havering,St Ursula's Catholic Junior School,27.4
Havering,St Ursula's Catholic Infant School,27.4
Havering,St Joseph's Catholic Primary School,28.7
Havering,St Peter's Catholic Primary School,28.2
Havering,St Alban's Catholic Primary School,28
Havering,Gidea Park College,30
Havering,St Mary's Hare Park School,27.3
Havering,Raphael Independent School,28.9
Havering,Immanuel School,26.2
Havering,Oakfields Montessori School,24.9
Havering,Corbets Tey School,25.1
Havering,The Mawney Foundation  School,29.7
Havering,The R J Mitchell Primary School,27.6
Havering,Engayne Primary School,25.1
Havering,Branfil Primary School,25.3
Havering,Crowlands Primary School,31.1
Havering,Drapers' Academy,25.3
Havering,The Brittons Academy,28.1
Havering,The Coopers' Company and Coborn School,25.8
Havering,Abbs Cross Academy and Arts College,27.6
Havering,The Campion School,29.5
Havering,Hall Mead School,24.5
Havering,Sacred Heart of Mary Girls' School,26.8
Havering,Redden Court School,26.5
Havering,Emerson Park Academy,24.8
Havering,The Frances Bardsley Academy for Girls,28.7
Havering,Upminster Infant School,29.1
Havering,Upminster Junior School,29.1
Havering,Bower Park Academy,26.7
Havering,Langtons Junior Academy,28
Havering,Oasis Academy Pinewood,25.7
Havering,Drapers' Brookside Junior School,26.8
Havering,Rise Park Junior School,27.5
Havering,Rise Park Infant School,27.5
Havering,Drapers' Maylands Primary School,24.9
Havering,Drapers' Pyrgo Priory School,25.4
Havering,Forest Approach Academy,24.8
Havering,Ravensbourne School,30.6
Havering,Concordia Academy,29.8
Havering,Drapers' Brookside Infant School,26.2
Havering,Olive Ap Academy - Havering,27.7
Havering,Benhurst Primary School,27
Havering,Harris Academy Rainham,28.3
Havering,The Royal Liberty School,28.4
Havering,Hornchurch High School,26.8
Havering,Marshalls Park Academy,27.7
Havering,Gaynes School,24.7
Havering,Scargill Infant School,28
Havering,Scargill Junior School,28
Havering,Whybridge Junior School,28.7
Havering,Harrow Lodge Primary School,28.2
Havering,Bep Academy,34.1
Havering,The Bridge,29.7
Havering,St Edward's Church of England Academy,29.9
Havering,Routes 4 Life Limited,27.2
Havering,Hacton Primary School,26.2
Havering,Dame Tipping Church of England Primary School,25.4
Havering,Sanders School,26.3
Hillingdon,McMillan Early Childhood Centre,32.5
Hillingdon,Bourne Primary School,30.8
Hillingdon,The Breakspear School,28.4
Hillingdon,Colham Manor Primary School,31.2
Hillingdon,Coteford Infant School,29.2
Hillingdon,Deanesfield Primary School,30.5
Hillingdon,Field End Junior School,31
Hillingdon,Field End Infant School,31
Hillingdon,Glebe Primary School,29.5
Hillingdon,Harefield Junior School,25.9
Hillingdon,Harefield Infant School,25
Hillingdon,Harlyn Primary School,28.4
Hillingdon,Harmondsworth Primary School,33.3
Hillingdon,Heathrow Primary School,33.9
Hillingdon,Lady Bankes Junior School,29.7
Hillingdon,Lady Bankes Infant School,29.7
Hillingdon,Minet Junior School,33.4
Hillingdon,Minet Nursery and Infant School,33.4
Hillingdon,Newnham Junior School,29.8
Hillingdon,Newnham Infant and Nursery School,29.8
Hillingdon,Whitehall Junior School,31.6
Hillingdon,Whiteheath Junior School,27.8
Hillingdon,Yeading Junior School,32.3
Hillingdon,Yeading Infant and Nursery School,32.6
Hillingdon,Hermitage Primary School,30.2
Hillingdon,Highfield Primary School,30.9
Hillingdon,Rabbsfarm Primary School,32.7
Hillingdon,Warrender Primary School,30.9
Hillingdon,Whitehall Infant School,31.6
Hillingdon,Whiteheath Infant and Nursery School,27.7
Hillingdon,Frithwood Primary School,27.3
Hillingdon,Ruislip Gardens Primary School,29.6
Hillingdon,Bishop Winnington-Ingram CofE Primary School,28.3
Hillingdon,Holy Trinity CofE Primary School,30.1
Hillingdon,Dr Triplett's CofE Primary School,32.7
Hillingdon,St Swithun Wells Catholic Primary School,30.5
Hillingdon,Botwell House Catholic Primary School,35
Hillingdon,St Bernadette Catholic Primary School,33.6
Hillingdon,St Catherine Catholic Primary School,31.7
Hillingdon,St Mary's Catholic Primary School,31
Hillingdon,Sacred Heart Catholic Primary School,29.5
Hillingdon,Oak Farm Infant School,31.6
Hillingdon,Oak Farm Junior School,31.6
Hillingdon,Grange Park Junior School,31.6
Hillingdon,Grange Park Infant and Nursery School,31.6
Hillingdon,Hillside Infant School,27.9
Hillingdon,Hillside Junior School,27.9
Hillingdon,St Andrew's CofE Primary School,34.5
Hillingdon,Hayes Park School,31
Hillingdon,Oak Wood School,31
Hillingdon,Harlington School,34.9
Hillingdon,Northwood College for Girls,27.2
Hillingdon,St Helen's School,27
Hillingdon,St Martin's School,26.3
Hillingdon,The Hall School,28.9
Hillingdon,St Helen's College,31.7
Hillingdon,St John's School,28
Hillingdon,ACS Hillingdon International School,30.7
Hillingdon,Meadow High School,30.5
Hillingdon,RNIB Sunshine House School and Children's Home,26.8
Hillingdon,Pield Heath House RC School,30.9
Hillingdon,Hedgewood School,30.6
Hillingdon,HCUC (Harrow College & Uxbridge College),30.3
Hillingdon,Cherry Lane Primary School,37.9
Hillingdon,Hillingdon Manor School,32.3
Hillingdon,West Middlesex College,28.7
Hillingdon,London School of Theology,27.5
Hillingdon,Brunel University,29.6
Hillingdon,The Harefield Academy,25.6
Hillingdon,Lady Nafisa Independent Secondary School for Girls,36.5
Hillingdon,Guru Nanak Sikh Academy,33.1
Hillingdon,Haydon School,27.9
Hillingdon,Swakeleys School for Girls,30.7
Hillingdon,Queensmead School,32.7
Hillingdon,Uxbridge High School,36.4
Hillingdon,Rosedale College,31.7
Hillingdon,Hewens College,32.3
Hillingdon,Bishop Ramsey Church of England School,28.9
Hillingdon,Bishopshalt School,31
Hillingdon,Vyners School,30.5
Hillingdon,The Willows School,33.8
Hillingdon,Northwood School,32.2
Hillingdon,Barnhill Community High School,31.5
Hillingdon,The Douay Martyrs Catholic School,30.6
Hillingdon,Grangewood School,28.5
Hillingdon,Moorcroft School,30.5
Hillingdon,Parkside Studio College,31.7
Hillingdon,Cranford Park Academy,35.3
Hillingdon,Wood End Park Academy,33.1
Hillingdon,Belmore Primary Academy,31.5
Hillingdon,Brookside Primary School,31.9
Hillingdon,Laurel Lane Primary School,32.2
Hillingdon,Coteford Junior School,28.5
Hillingdon,St Matthew's CofE Primary School,33.4
Hillingdon,Cowley St Laurence CofE Primary School,30.2
Hillingdon,Charville Academy,30.6
Hillingdon,Hewens Primary School,32.3
Hillingdon,Nanaksar Primary School,33.1
Hillingdon,John Locke Academy,33.8
Hillingdon,Lake Farm Park Academy,32.4
Hillingdon,St Martin's Church of England Primary School,33
Hillingdon,Pinkwell Primary School,34.3
Hillingdon,Ruislip High School,30.7
Hillingdon,De Salis Studio College,32.3
Hillingdon,Hillingdon Primary School,34.5
Hillingdon,The Young People's Academy,31.8
Hillingdon,Rosedale Primary School,31.6
Hillingdon,Pentland Field School,30.1
Hillingdon,Ryefield Primary School,30.1
Hillingdon,The Skills Hub,31.6
Hillingdon,The Global Academy,36.4
Hillingdon,William Byrd Primary Academy,35.8
Hillingdon,West Drayton Academy,34.2
Hillingdon,Park Academy West London,31.8
Hillingdon,Green Corridor,37.5
Hillingdon,UTC Heathrow,30.8
Hounslow,Falcons Pre Preparatory School for Boys,44.3
Hounslow,The Eden SDA School,39.4
Hounslow,Belmont Primary School,39.2
Hounslow,Cardinal Road Infant and Nursery School,33.6
Hounslow,Cavendish Primary School,39.6
Hounslow,Feltham Hill Infant and Nursery School,31.8
Hounslow,Grove Park Primary School,37.2
Hounslow,Victoria Junior School,33.2
Hounslow,Hounslow Heath Junior School,33
Hounslow,Hounslow Heath Infant and Nursery School,33.9
Hounslow,Hounslow Town Primary School,37.7
Hounslow,Isleworth Town Primary School,35.7
Hounslow,Lionel Primary School,38.2
Hounslow,Marlborough Primary School,34.2
Hounslow,Norwood Green Infant and Nursery School,34.6
Hounslow,Sparrow Farm Infant and Nursery School,32.5
Hounslow,Spring Grove Primary School,35.4
Hounslow,Strand-on-the-Green Junior School,37.3
Hounslow,Strand-on-the-Green Infant and Nursery School,37.3
Hounslow,Wellington Primary School,34.9
Hounslow,Worple Primary School,35.3
Hounslow,Sparrow Farm Junior School,31.8
Hounslow,Ivybridge Primary School,35.3
Hounslow,Edward Pauling Primary School,30.4
Hounslow,The Smallberry Green Primary School,35.5
Hounslow,Grove Road Primary School,33.5
Hounslow,Beavers Community Primary School,33.9
Hounslow,The Blue School CofE Primary,35.9
Hounslow,St Paul's CofE Primary School,37.9
Hounslow,Our Lady and St John's Catholic Primary School,38.6
Hounslow,St Lawrence Catholic  Primary School,34.6
Hounslow,"St Mary's Catholic Primary School, Isleworth",37.9
Hounslow,"St Mary's Catholic Primary School ,Chiswick",45.5
Hounslow,St Michael and St Martin Catholic Primary School,35
Hounslow,The Heathland School,32.1
Hounslow,Gunnersbury Catholic School,36.5
Hounslow,Ashton House School,35.1
Hounslow,Chiswick and Bedford Park Preparatory School,39.5
Hounslow,International School of London,40.2
Hounslow,Arts Educational School,38.9
Hounslow,Marjory Kinnon School,35.9
Hounslow,Oaklands School,36.8
Hounslow,Lindon Bennett School,30.7
Hounslow,The Cedars Primary School,35.9
Hounslow,West Thames College,37
Hounslow,The Woodbridge Park Education Service,35.4
Hounslow,Crane Park Primary School,31.6
Hounslow,Fairholme Primary School,31.2
Hounslow,Green Dragon Primary School,37.7
Hounslow,The William Hogarth Primary School,43.9
Hounslow,Suffah Primary School,34
Hounslow,Heathfield House School,39.4
Hounslow,Oak Heights Independent School,34.7
Hounslow,The Rosary Catholic Primary School,37.1
Hounslow,Orchard Primary School,34.4
Hounslow,Bedfont Primary School,35.3
Hounslow,Chatsworth Primary School,33.7
Hounslow,Heston Primary School,34.8
Hounslow,Lampton Academy,36.3
Hounslow,Cranford Community College,36.8
Hounslow,Cranford Primary School,34.5
Hounslow,Rivers Academy West London,32.3
Hounslow,Tarbiyyah Primary School,34.8
Hounslow,Springwest Academy,31.4
Hounslow,Chiswick School,39
Hounslow,"Gumley House RC Convent School, FCJ",36.7
Hounslow,Isleworth and Syon School for Boys,35.2
Hounslow,St Mark's Catholic School,35.1
Hounslow,Reach Academy Feltham,33.4
Hounslow,The St Michael Steiner School,30.7
Hounslow,Heston Community School,35.2
Hounslow,Brentford School for Girls,37.2
Hounslow,Kingsley Academy,34.8
Hounslow,Nishkam School West London,34.5
Hounslow,Norwood Green Junior School,34.6
Hounslow,Westbrook Primary School,34.3
Hounslow,The Green School for Girls,37.6
Hounslow,Kew House,41.2
Hounslow,Oriel Academy West London,32.7
Hounslow,The Rise Free School,31.4
Hounslow,Oak Hill Academy,33.1
Hounslow,Alexandra Primary School,34.1
Hounslow,Space Studio West London,32.3
Hounslow,Logic Studio School,31.4
Hounslow,Edison Primary School,34.7
Hounslow,Berkeley Academy,35.2
Hounslow,The Green School for Boys,39
Hounslow,Southville Primary School,31.4
Hounslow,Bolder Academy,36.7
Hounslow,St Richard's Church of England Primary School,30.1
Islington,Margaret McMillan Nursery School,39.7
Islington,Kate Greenaway Nursery School and Children's Centre,46.2
Islington,North Islington Nursery School,38.7
Islington,New River College Primary,42.4
Islington,New River College Secondary,40.4
Islington,Ambler Primary School and Children's Centre,41.7
Islington,Copenhagen Primary School,44.4
Islington,Drayton Park Primary School,41.2
Islington,Duncombe Primary School,40.6
Islington,Gillespie Primary School,42.3
Islington,Grafton Primary School,44.6
Islington,Hanover Primary School,44
Islington,Hargrave Park Primary School,39.9
Islington,Laycock Primary School,43.9
Islington,Moreland Primary School,46.2
Islington,Pakeman Primary School,43
Islington,Robert Blair School,41.6
Islington,Thornhill Primary School,41.6
Islington,Vittoria Primary School,43.7
Islington,Winton Primary School,46.6
Islington,Yerbury Primary School,38.4
Islington,Tufnell Park Primary School,38.7
Islington,Highbury Quadrant Primary School,41
Islington,Ashmount Primary School,37.5
Islington,Prior Weston Primary School and Children's Centre,47.5
Islington,Sacred Heart Catholic Primary School,40.4
Islington,St John Evangelist RC Primary School,48.2
Islington,St John's Upper Holloway CofE Primary School,40.7
Islington,St John's Highbury Vale CofE Primary School,39
Islington,St Joseph's Catholic Primary School,41.4
Islington,St Jude and St Paul's CofE Primary School,42.4
Islington,St Luke's CofE Primary School,45.5
Islington,St Mark's CofE Primary School,39.7
Islington,St Mary's CofE Primary School,44.8
Islington,St Peter and St Paul RC Primary School,46.7
Islington,St Andrew's (Barnsbury) Church of England Primary School,43.8
Islington,St Joan of Arc RC Primary School,40.5
Islington,Christ The King RC Primary School,38.5
Islington,Blessed Sacrament RC Primary School,44
Islington,Holloway School,38.9
Islington,Highbury Fields School,39.1
Islington,Elizabeth Garrett Anderson School,44.8
Islington,Central Foundation Boys' School,54.7
Islington,St Aloysius RC College,41.6
Islington,Italia Conti Academy of Theatre Arts,50.3
Islington,Dallington School,47
Islington,Richard Cloudesley School,43.5
Islington,Samuel Rhodes MLD School,43.6
Islington,The Children's House School,41.3
Islington,Montem Primary School,42.9
Islington,Newington Green Primary School,41.3
Islington,St Paul's Steiner School,45.9
Islington,Arts and Media School Islington,38
Islington,Rotherfield Primary School,42.5
Islington,Pooles Park Primary School,38
Islington,Canonbury Primary School,45.9
Islington,Hugh Myddelton Primary School,49.2
Islington,City University,47.2
Islington,New River College Medical,41.3
Islington,St Mary Magdalene Academy,40.9
Islington,The Gower School,47.4
Islington,City of London Academy Islington,42.7
Islington,The New North Academy,46.7
Islington,William Tyndale Primary School,44.8
Islington,Dania School,41.4
Islington,Whitehall Park School,37.9
Islington,The Pears Family School,45.8
Islington,North Bridge House Senior Canonbury,42.6
Islington,The Bridge Integrated Learning Space,42.4
Islington,"City of London Primary Academy, Islington",46.2
Islington,The Bridge School,42.5
Islington,"City of London Academy, Highgate Hill",38.7
Islington,The Bridge Satellite Provision,42.5
Islington,Clerkenwell Parochial CofE Primary School,46.7
Islington,City of London Academy Highbury Grove,42.1
Islington,Hungerford School,42.2
Kingston upon Thames,Surbiton Children's Centre Nursery,33.9
Kingston upon Thames,Malden Oaks School and Tuition Service,32.6
Kingston upon Thames,Burlington Junior School,34.7
Kingston upon Thames,Burlington Infant and Nursery School,34.7
Kingston upon Thames,Coombe Hill Infant School,33.3
Kingston upon Thames,Ellingham Primary School,30.6
Kingston upon Thames,Tolworth Junior School,31.1
Kingston upon Thames,Tolworth Infant and Nursery School,31.1
Kingston upon Thames,Coombe Hill Junior School,33.3
Kingston upon Thames,Maple Infants' School,31
Kingston upon Thames,Alexandra School,33.2
Kingston upon Thames,King Athelstan Primary School,33.5
Kingston upon Thames,Grand Avenue Primary and Nursery School,31.1
Kingston upon Thames,Malden Manor Primary and Nursery School,31.1
Kingston upon Thames,King's Oak Primary School,33.2
Kingston upon Thames,Lovelace Primary School,30.8
Kingston upon Thames,Christ Church New Malden CofE Primary School,32
Kingston upon Thames,Christ Church CofE Primary School,31.1
Kingston upon Thames,Malden Parochial CofE Primary School,32.6
Kingston upon Thames,St Andrew's and St Mark's CofE Junior School,31
Kingston upon Thames,St John's C of E Primary School,36
Kingston upon Thames,St Paul's CofE Primary School,33
Kingston upon Thames,"St Paul's CofE Primary School, Kingston Hill",33.9
Kingston upon Thames,St Matthew's CofE Primary School,32.5
Kingston upon Thames,St Mary's CofE (Aided) Primary School,30.3
Kingston upon Thames,Corpus Christi Catholic Primary School,31.9
Kingston upon Thames,Our Lady Immaculate Catholic Primary School,32.5
Kingston upon Thames,St Joseph's Catholic Primary School,36.3
Kingston upon Thames,Chessington School,31.4
Kingston upon Thames,St Luke's CofE Primary School,32.6
Kingston upon Thames,Holy Cross Preparatory School,32
Kingston upon Thames,Shrewsbury House School,30
Kingston upon Thames,Surbiton High School,34.4
Kingston upon Thames,Rokeby School,32
Kingston upon Thames,Marymount International School,32.1
Kingston upon Thames,Park Hill School,35.2
Kingston upon Thames,Study School,32.5
Kingston upon Thames,Westbury House School,31.8
Kingston upon Thames,Kingston Grammar School,42.5
Kingston upon Thames,Canbury School,34.4
Kingston upon Thames,South Thames Colleges Group,39.4
Kingston upon Thames,Fern Hill Primary School,34.8
Kingston upon Thames,Educare Small School,36.8
Kingston upon Thames,Richmond and Hillcroft Adult and Community College (Rhacc),31.3
Kingston upon Thames,Kingston University,34.6
Kingston upon Thames,The Tiffin Girls' School,33.6
Kingston upon Thames,Tiffin School,39.7
Kingston upon Thames,Tolworth Girls' School and Sixth Form,36.1
Kingston upon Thames,Richard Challoner School,30.8
Kingston upon Thames,Lime Tree Primary School,31.8
Kingston upon Thames,The Hollyfield School and Sixth Form Centre,33
Kingston upon Thames,Coombe Girls' School,32.3
Kingston upon Thames,St Agatha's Catholic Primary School,31.9
Kingston upon Thames,Coombe Boys' School,35
Kingston upon Thames,Southborough High School,36.9
Kingston upon Thames,The Holy Cross School,32.1
Kingston upon Thames,Latchmere School,31.9
Kingston upon Thames,Knollmead Primary School,31.1
Kingston upon Thames,Castle Hill Primary School,30.1
Kingston upon Thames,The Kingston Academy,34.1
Kingston upon Thames,Kingston Community School,32.3
Kingston upon Thames,Bedelsford School,36.9
Kingston upon Thames,Dysart School,33.6
Kingston upon Thames,St Philip's School,29.2
Kingston upon Thames,Green Lane Primary and Nursery School,30.7
Lambeth,DLD College London,58.3
Lambeth,Triangle Nursery School,40.3
Lambeth,Effra Nursery School and Early Years Centre,39.2
Lambeth,Ethelred Nursery School and Children's Centre,44.7
Lambeth,Maytree Nursery School,39
Lambeth,Holmewood Nursery School,37.4
Lambeth,Ashmole Primary School,45.4
Lambeth,Clapham Manor Primary School,38.8
Lambeth,Granton Primary School,35.6
Lambeth,Heathbrook Primary School,40.6
Lambeth,Henry Cavendish Primary School,36.5
Lambeth,Jessop Primary School,38.9
Lambeth,Kingswood Primary School,35.5
Lambeth,Lark Hall Primary School (Including Lark Hall Centre for Pupils with Autism),39.9
Lambeth,Paxton Primary School,34.1
Lambeth,Richard Atkins Primary School,38.5
Lambeth,Stockwell Primary School,41.6
Lambeth,Sudbourne Primary School,40.8
Lambeth,Sunnyhill Primary School,37.2
Lambeth,Telferscot Primary School,36.2
Lambeth,Vauxhall Primary School,43.9
Lambeth,Walnut Tree Walk Primary School,44.5
Lambeth,Woodmansterne School,33.3
Lambeth,Wyvil Primary School and Centres for Children With Speech and Language Impairment and Autism,44.5
Lambeth,Crown Lane Primary School,36.6
Lambeth,Fenstanton Primary School,38.3
Lambeth,Elm Wood School,34.5
Lambeth,Allen Edwards Primary School,40.2
Lambeth,Glenbrook Primary School,37.8
Lambeth,Julian's School,36.7
Lambeth,Herbert Morrison Primary School,41.4
Lambeth,Streatham Wells Primary School,35.9
Lambeth,Archbishop Sumner Church of England Primary School,45.1
Lambeth,Christ Church Primary SW9,41.4
Lambeth,Macaulay Church of England Primary School,38.9
Lambeth,St Andrew's Church of England Primary School,39.9
Lambeth,St John the Divine Church of England Primary School,45.5
Lambeth,St John's Angell Town Church of England Primary School,39.9
Lambeth,St Jude's Church of England Primary School,41
Lambeth,St Mark's Church of England Primary School,47.7
Lambeth,St Saviour's Church of England Primary School,40
Lambeth,St Stephen's Church of England Primary School,42.3
Lambeth,Holy Trinity Church of England Primary School,37
Lambeth,St Helen's Catholic School,43.7
Lambeth,Norwood School,35.8
Lambeth,Lilian Baylis Technology School,48.7
Lambeth,Saint Gabriel's College,41.5
Lambeth,St Bernadette Catholic Junior School,36.8
Lambeth,St Anne's Catholic Primary School,52.9
Lambeth,St Bede's Catholic Infant School,36.4
Lambeth,St Andrew's Catholic Primary School,36.2
Lambeth,Immanuel and St Andrew Church of England Primary School,36
Lambeth,Reay Primary School,42.8
Lambeth,St Mary's Roman Catholic Primary School,39
Lambeth,La Retraite Roman Catholic Girls' School,36.8
Lambeth,Bishop Thomas Grant Catholic Secondary School,34.4
Lambeth,London Nautical School,49.8
Lambeth,Turney Primary and Secondary Special School,37.6
Lambeth,Oakfield Preparatory School,40.4
Lambeth,Rosemead Preparatory School,39.6
Lambeth,Streatham and Clapham High School,35.6
Lambeth,The White House Preparatory School & Woodentops Kindergarten,36.5
Lambeth,Lansdowne School,40.5
Lambeth,Elm Court School,36.7
Lambeth,London Steiner School,36.8
Lambeth,Morley College,53.4
Lambeth,Lambeth College,42.4
Lambeth,The Marine Society College of the Sea,48.4
Lambeth,Bonneville Primary School,38.5
Lambeth,Hill Mead Primary School,40.2
Lambeth,Hitherfield Primary School,36.4
Lambeth,Henry Fawcett Primary School,46.2
Lambeth,Kings Avenue School,41
Lambeth,The Livity School,37.4
Lambeth,The Michael Tippett School,39.1
Lambeth,Loughborough Primary School,40.7
Lambeth,Jubilee Primary School,38.6
Lambeth,King's College London,57
Lambeth,The Orchard School,39.3
Lambeth,Silburn Reid,36.4
Lambeth,Lambeth Academy,40.1
Lambeth,Ark Evelyn Grace Academy,38.8
Lambeth,Iqra Primary School,39.6
Lambeth,Platanos College,42.6
Lambeth,Dunraven School,39.1
Lambeth,Corpus Christi Catholic Primary School,41.3
Lambeth,Oasis Academy Johanna,49
Lambeth,City Heights E-ACT Academy,38.3
Lambeth,St Martin in the Fields High School for Girls,38.2
Lambeth,Octavia House Schools,44.9
Lambeth,Oasis Academy South Bank,53.8
Lambeth,The Laurels School,37.9
Lambeth,King's College London Maths School,51
Lambeth,Park Campus Academy,35.3
Lambeth,Kennington Park Academy,42.1
Lambeth,Trinity Academy,41.9
Lambeth,South Bank Engineering UTC,41.9
Lambeth,Rosendale Primary School,36.9
Lambeth,The Elmgreen School,37.6
Lambeth,"Christ Church, Streatham Church of England Primary School",40.1
Lambeth,St Leonard's Church of England Primary School,37.2
Lambeth,St Luke's Church of England Primary School,35.8
Lambeth,Archbishop Tenison's School,45.2
Lambeth,The Michael Tippett College,36.8
Lambeth,Van Gogh Academy,40.6
Lewisham,Heath House Preparatory School,39.5
Lewisham,Clyde Nursery School.,40.3
Lewisham,Chelwood Nursery School,36.3
Lewisham,Adamsrill Primary School,34.1
Lewisham,Athelney Primary School,33.2
Lewisham,Baring Primary School,36.2
Lewisham,Beecroft Garden Primary,37.4
Lewisham,Cooper's Lane Primary School,32.7
Lewisham,Dalmain Primary School,36.9
Lewisham,Deptford Park Primary School,40.8
Lewisham,Downderry Primary School,32.2
Lewisham,Edmund Waller Primary School,37.6
Lewisham,Elfrida Primary School,33
Lewisham,Forster Park Primary School,32.7
Lewisham,Gordonbrock Primary School,37
Lewisham,Grinling Gibbons Primary School,39.9
Lewisham,Haseltine Primary School,40
Lewisham,Brindishe Green School,35.2
Lewisham,Holbeach Primary School,35
Lewisham,John Stainer Community Primary School,37.6
Lewisham,Kelvin Grove Primary School,34.6
Lewisham,Kender Primary School,40.3
Lewisham,Launcelot Primary School,33.5
Lewisham,Brindishe Manor School,33.9
Lewisham,Lucas Vale Primary School,39.6
Lewisham,Marvels Lane Primary School,32.7
Lewisham,Rangefield Primary School,32.1
Lewisham,Rathfern Primary School,36.9
Lewisham,Rushey Green Primary School,41.7
Lewisham,Sandhurst Primary School,34
Lewisham,Stillness Junior School,37.6
Lewisham,Stillness Infant School,37.6
Lewisham,Torridon Primary School,33.1
Lewisham,John Ball Primary School,36.5
Lewisham,Fairlawn Primary School,35.7
Lewisham,Eliot Bank Primary School,35.9
Lewisham,Sir Francis Drake Primary School,38.4
Lewisham,Myatt Garden Primary School,38.7
Lewisham,Horniman Primary School,34.6
Lewisham,Perrymount Primary School,34.2
Lewisham,Ashmead Primary School,40.5
Lewisham,Brindishe Lee School,34.4
